t		delta_e		gamma		omega_x1
1.09000000	-4.66392138	0.40236428	3.86934346
1.10000000	-4.86995738	0.43968514	3.59357055
1.11000000	-5.05071604	0.47421277	3.31092067
1.12000000	-5.20616805	0.50588506	3.02272095
1.13000000	-5.33638653	0.53465307	2.73028426
1.14000000	-5.44154389	0.56048094	2.43490424
1.15000000	-5.52190848	0.58334559	2.13785070
1.16000000	-5.57784082	0.60323652	1.84036514
1.17000000	-5.60978968	0.62015549	1.54365656
1.18000000	-5.61828780	0.63411616	1.24889749
1.19000000	-5.60394746	0.64514372	0.95722029
1.20000000	-5.56745588	0.65327448	0.66971371
1.21000000	-5.50957033	0.65855539	0.38741970
1.22000000	-5.43111322	0.66104357	0.11133054
1.23000000	-5.33296696	0.66080583	-0.15761383
1.24000000	-5.21606882	0.65791808	-0.41852806
1.25000000	-5.08140560	0.65246481	-0.67058354
1.26000000	-4.93000833	0.64453852	-0.91301011
1.27000000	-4.76294692	0.63423909	-1.14509754
1.28000000	-4.58132477	0.62167321	-1.36619677
1.29000000	-4.38627343	0.60695376	-1.57572082
1.30000000	-4.17894727	0.59019915	-1.77314544
1.31000000	-3.96051820	0.57153273	-1.95800946
1.32000000	-3.73217053	0.55108217	-2.12991496
1.33000000	-3.49509580	0.52897876	-2.28852708
1.34000000	-3.25048782	0.50535686	-2.43357368
1.35000000	-2.99953784	0.48035323	-2.56484463
1.36000000	-2.74342978	0.45410640	-2.68219105
1.37000000	-2.48333570	0.42675613	-2.78552411
1.38000000	-2.22041143	0.39844275	-2.87481382
1.39000000	-1.95579234	0.36930659	-2.95008749
1.40000000	-1.69058933	0.33948746	-3.01142806
1.41000000	-1.42588510	0.30912403	-3.05897222
1.42000000	-1.16273051	0.27835339	-3.09290838
1.43000000	-0.90214125	0.24731045	-3.11347449
1.44000000	-0.64509473	0.21612753	-3.12095574
1.45000000	-0.39252722	0.18493386	-3.11568209
1.46000000	-0.14533117	0.15385517	-3.09802570
1.47000000	0.09564710	0.12301326	-3.06839830
1.48000000	0.32960962	0.09252562	-3.02724844
1.49000000	0.55580856	0.06250510	-2.97505864
1.50000000	0.77354793	0.03305955	-2.91234257
1.51000000	0.98218489	0.00429154	-2.83964207
1.52000000	1.18113093	-0.02370190	-2.75752423
1.53000000	1.36985270	-0.05082951	-2.66657840
1.54000000	1.54787264	-0.07700606	-2.56741323
1.55000000	1.71476938	-0.10215246	-2.46065366
1.56000000	1.87017788	-0.12619595	-2.34693796
1.57000000	2.01378935	-0.14907019	-2.22691483
1.58000000	2.14535094	-0.17071540	-2.10124048
1.59000000	2.26466520	-0.19107837	-1.97057576
1.60000000	2.37158939	-0.21011249	-1.83558344
1.61000000	2.46603452	-0.22777782	-1.69692543
1.62000000	2.54796423	-0.24404098	-1.55526017
1.63000000	2.61739347	-0.25887517	-1.41124007
1.64000000	2.67438709	-0.27226008	-1.26550905
1.65000000	2.71905813	-0.28418176	-1.11870021
1.66000000	2.75156607	-0.29463256	-0.97143354
1.67000000	2.77211495	-0.30361093	-0.82431381
1.68000000	2.78095124	-0.31112129	-0.67792858
1.69000000	2.77836175	-0.31717385	-0.53284625
1.70000000	2.76467135	-0.32178439	-0.38961437
1.71000000	2.74024060	-0.32497406	-0.24875796
1.72000000	2.70546331	-0.32676914	-0.11077804
1.73000000	2.66076410	-0.32720080	0.02384971
1.74000000	2.60659576	-0.32630483	0.15467619
1.75000000	2.54343671	-0.32412136	0.28127996
1.76000000	2.47178838	-0.32069462	0.40326814
1.77000000	2.39217250	-0.31607261	0.52027723
1.78000000	2.30512851	-0.31030680	0.63197374
1.79000000	2.21121086	-0.30345186	0.73805475
1.80000000	2.11098639	-0.29556533	0.83824824
1.81000000	2.00503168	-0.28670733	0.93231334
1.82000000	1.89393052	-0.27694020	1.02004049
1.83000000	1.77827128	-0.26632825	1.10125134
1.84000000	1.65864452	-0.25493740	1.17579868
1.85000000	1.53564047	-0.24283488	1.24356614
1.86000000	1.40984669	-0.23008897	1.30446781
1.87000000	1.28184580	-0.21676861	1.35844776
1.88000000	1.15221327	-0.20294318	1.40547942
1.89000000	1.02151527	-0.18868218	1.44556492
1.90000000	0.89030670	-0.17405494	1.47873422
1.91000000	0.75912921	-0.15913037	1.50504431
1.92000000	0.62850945	-0.14397665	1.52457817
1.93000000	0.49895730	-0.12866104	1.53744375
1.94000000	0.37096435	-0.11324957	1.54377283
1.95000000	0.24500235	-0.09780686	1.54371988
1.96000000	0.12152193	-0.08239587	1.53746075
1.97000000	0.00095134	-0.06707769	1.52519143
1.98000000	-0.11630468	-0.05191136	1.50712666
1.99000000	-0.22986584	-0.03695370	1.48349859
2.00000000	-0.33937718	-0.02225911	1.45455536
2.01000000	-0.44450980	-0.00787944	1.42055963
2.02000000	-0.54496145	0.00613615	1.38178716
2.03000000	-0.64045702	0.01974133	1.33852534
2.04000000	-0.73074890	0.03289269	1.29107170
2.05000000	-0.81561725	0.04554981	1.23973241
2.06000000	-0.89487004	0.05767542	1.18482086
2.07000000	-0.96834315	0.06923539	1.12665620
2.08000000	-1.03590019	0.08019878	1.06556183
2.09000000	-1.09743233	0.09053794	1.00186407
2.10000000	-1.15285795	0.10022848	0.93589071
2.11000000	-1.20212224	0.10924927	0.86796968
2.12000000	-1.24519668	0.11758247	0.79842770
2.13000000	-1.28207841	0.12521350	0.72758903
2.14000000	-1.31278956	0.13213100	0.65577421
2.15000000	-1.33737646	0.13832678	0.58329889
2.16000000	-1.35590881	0.14379581	0.51047269
2.17000000	-1.36847870	0.14853608	0.43759812
2.18000000	-1.37519970	0.15254859	0.36496955
2.19000000	-1.37620576	0.15583724	0.29287226
2.20000000	-1.37165012	0.15840873	0.22158156
2.21000000	-1.36170416	0.16027245	0.15136191
2.22000000	-1.34655625	0.16144038	0.08246621
2.23000000	-1.32641045	0.16192699	0.01513506
2.24000000	-1.30148534	0.16174906	-0.05040384
2.25000000	-1.27201268	0.16092560	-0.11393628
2.26000000	-1.23823615	0.15947770	-0.17526200
2.27000000	-1.20041001	0.15742834	-0.23419513
2.28000000	-1.15879785	0.15480234	-0.29056453
2.29000000	-1.11367117	0.15162612	-0.34421410
2.30000000	-1.06530818	0.14792760	-0.39500296
2.31000000	-1.01399243	0.14373602	-0.44280560
2.32000000	-0.96001153	0.13908181	-0.48751199
2.33000000	-0.90365590	0.13399642	-0.52902757
2.34000000	-0.84521752	0.12851217	-0.56727322
2.35000000	-0.78498870	0.12266208	-0.60218514
2.36000000	-0.72326091	0.11647974	-0.63371469
2.37000000	-0.66032363	0.10999917	-0.66182817
2.38000000	-0.59646324	0.10325463	-0.68650656
2.39000000	-0.53196192	0.09628051	-0.70774516
2.40000000	-0.46709670	0.08911117	-0.72555323
2.41000000	-0.40213843	0.08178081	-0.73995359
2.42000000	-0.33735087	0.07432334	-0.75098210
2.43000000	-0.27298986	0.06677225	-0.75868723
2.44000000	-0.20930246	0.05916048	-0.76312946
2.45000000	-0.14652624	0.05152030	-0.76438073
2.46000000	-0.08488856	0.04388322	-0.76252383
2.47000000	-0.02460592	0.03627988	-0.75765176
2.48000000	0.03411654	0.02873990	-0.74986711
2.49000000	0.09108563	0.02129187	-0.73928134
2.50000000	0.14612053	0.01396321	-0.72601412
2.51000000	0.19905316	0.00678011	-0.71019258
2.52000000	0.24972853	-0.00023257	-0.69195066
