4.3,0.082
3.33,0.088
4.45,0.079
6.43,0.099
5.87,0.101
3.9,0.107
5,0.101
3.22,0.115
6.15,0.153
3.7,0.142
4,0.116
6.04,0.117
7.35,0.137
10.5,0.118
3.55,0.128
6.43,0.129
9.2,0.148
7.22,0.152
5.98,0.155
3.42,0.168
3.87,0.168
7.41,0.17
4.65,0.19
3.44,0.204
4.66,0.207
8.35,0.21
4.8,0.212
16.7,0.222
7.22,0.24
